FTHG,FTAG,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
0.714285714285714,2.66666666666667,12.241935483871,14.2555555555556,12.6153846153846,10.7971014492754,1.83660130718954,1.94444444444444,10,10,0,0,0,0,0,0,0.107661290322581,1.26813948810014,0.0107306187922691,0.226496082177197
3.7,2.46153846153846,15.6849315068493,14.6585365853659,12.6265060240964,12.056338028169,1.6025641025641,1.6922514619883,10,10,0,0,0,1,0,0,0.66338808250573,-0.207556805713488,0.0647205257745619,0.062389643409695
0.555555555555556,0.9,16.3521126760563,15.25,14.3181818181818,14.9879518072289,1.54766344766345,0.969180821592375,8.2,5.72727272727273,1,0,0,0,0,0,-0.221955708795603,-0.190290786699534,0.535473378789496,0.0702295677483795
1.75555555555556,1.58928571428571,14.4714285714286,18.5526315789474,16.0824742268041,17.2380952380952,1.37112281984176,1.00269213763147,5.475,4.52307692307692,0,0,0,0,0,0,-0.259631542872726,0.0294122334185854,0.352988662585986,0.0605319676881117
1.72463768115942,1.47457627118644,13.6901408450704,20.4948453608247,18.6436781609195,20.1494252873563,1.20118760599224,1.32688393997761,5.02702702702703,4.05357142857143,0,0,0,0,0,0,-0.320771361270226,-0.138474857167108,-0.117476844310334,0.121985081911552
0.970588235294118,0.839080459770115,15.6769230769231,17.4782608695652,20.7261904761905,20.855421686747,1.11076141452217,1.27130114784937,8.48,2.88888888888889,0,0,0,0,1,0,-0.522255162268253,-0.180008542369355,-0.155861876456861,0.339338993666629
1.75342465753425,0.759036144578313,20.2203389830508,18.0217391304348,19.1525423728814,21.2439024390244,1.27377991682503,1.12314840050684,2.1,5.27272727272727,0,0,0,0,0,0,-0.188657223859898,-0.304812045373164,0.115511026274457,-0.158023548709823
1.72463768115942,1.3,24.2727272727273,19.4651162790698,17.515625,22.4285714285714,1.91988936988937,1.33113491887899,9.1875,5.66666666666667,0,0,0,0,0,0,0.677765104738789,-0.182267793670958,0.420797321969808,0.138287426958709
1.16666666666667,3.66666666666667,26.7692307692308,20.752808988764,21.1746031746032,25.8961038961039,1.24748301215693,1.03265241424097,6.31578947368421,5.66666666666667,0,0,0,0,0,0,-0.1121773372826,-0.351962134648971,0.30723757182994,0.027250585498071
4.5,0.9,28.984375,24.6417910447761,26.7948717948718,26.7121212121212,1.04130676032267,1.24438347600112,4.44444444444444,6.29166666666667,0,0,0,0,0,0,-0.0713122370853363,-0.243600178678461,-0.400432445100554,-0.027423259547744
0.25,0.78,27.5396825396825,26.2465753424658,29.9852941176471,26.2307692307692,1.24540079661237,1.61892785754748,5.08823529411765,10,0,0,0,0,0,0,-0.320351267892694,0.324168672192224,-0.16207834968593,-0.140952707748269
1.67272727272727,0.483870967741935,27.031746031746,27.1774193548387,28.4603174603175,27.7358490566038,1.37465710749713,1.29711741961742,8.82352941176471,3.54545454545455,0,0,0,0,0,0,-0.171318050129711,-0.190269423558897,0.158220649081197,0.164485028168866
0.970588235294118,2.46153846153846,27.71875,27.5714285714286,33.0923076923077,29.2093023255814,1.16765973286425,1.68877764901897,2.1,7.55555555555556,0,0,0,0,0,0,-0.38549436468344,0.358821323089601,-0.383804681962405,-0.262717790107496
1.75342465753425,0.608695652173913,28.5666666666667,25.5714285714286,34.2962962962963,35.5454545454545,1.1317291894788,0.998798021200767,8.5,1.63636363636364,0,0,0,0,1,1,-0.235868742909322,-0.557607655502392,0.0207392692487266,0.23170580061245
1.63265306122449,1.63461538461538,30.5365853658537,23.4512195121951,38.1428571428571,39.71875,1.04227451454622,0.954285694906672,1.75,5,0,1,1,0,0,0,-0.705128071775669,-0.698224509953357,0.152185186027925,-0.188359032872608
0.525423728813559,0.523809523809524,38.0810810810811,23.8068181818182,25.1111111111111,38.921568627451,1.8154220558329,0.987855904907566,8.875,1.7037037037037,0,0,0,0,1,1,1.0472667991928,-0.493247946057241,0.623299863615957,0.236631261825965
0.985714285714286,1.70731707317073,31.741935483871,24.1904761904762,40,35.48,1.05274413769816,0.964696636698984,3.30769230769231,4.64705882352941,0,1,0,0,0,0,-0.624499129563948,-0.282027347909471,0.107055837603894,-0.0128574941492242
1.04166666666667,1.47457627118644,29.1052631578947,26.6714285714286,42.2608695652174,40.6818181818182,1.03148988004799,0.967854386166474,3.1,4.63461538461539,0,0,0,0,0,0,-0.462085916709483,-0.436614861314048,0.105747706965328,-0.0238367170179013
0.547945205479452,0.839080459770115,28.0357142857143,28.2131147540984,31.75,45.5434782608696,1.09289652789967,0.968912636121865,4.82142857142857,3.1,0,0,0,0,0,0,-0.195070318257838,-0.543531647651083,0.148727574499182,0.053446124607181
0.985714285714286,0.78,30.9677419354839,28.5892857142857,40.7777777777778,43.6578947368421,1.04442438107744,0.976707717651884,5.04285714285714,4.66153846153846,0,0,0,0,0,0,-0.415995926316489,-0.449654143024339,0.119934489470429,0.00515283811080385
1.04166666666667,0.4875,29.2459016393443,28.5357142857143,35.9705882352941,46.75,1.12881435031848,0.994601660116294,5.08333333333333,5.18292682926829,0,0,0,0,0,0,-0.203111625109561,-0.478065505793136,0.158045931243883,0.0137540078513204
0.5,0.479452054794521,30.8846153846154,28.375,44.974358974359,44.1714285714286,1.02066847726403,0.993968641049128,4.56338028169014,5.59493670886076,0,0,0,0,0,0,-0.417459879784451,-0.490394132038117,0.0426742866001803,-0.0176211744445254
2.5,0.766233766233766,27.9056603773585,28.6206896551724,42.6756756756757,48.0645161290323,0.934208029928732,0.993449513651648,4.43589743589744,5.07317073170732,0,0,0,0,0,0,-0.589780222795954,-0.550340391786599,-0.111520322234551,0.00274261702197326
1.09803921568627,0.483870967741935,28.4,33.0769230769231,42.4102564102564,50.5,0.987822664262579,0.958147617634416,2.63333333333333,5.5,0,0,0,0,0,0,-0.368134580030278,-0.541236188481519,0.143657023012211,-0.0187871101541414
1.00925925925926,2.46153846153846,33.3076923076923,61.1428571428571,49.8125,34.6666666666667,0.998413895365616,1.92752070978024,2.52777777777778,12.25,0,0,0,1,0,0,-0.496874039387945,0.892679495674051,-0.957355433603165,-0.140689280488532
1.00925925925926,0.608695652173913,45.8333333333333,32.625,43.8076923076923,47.7777777777778,1.48019174136019,0.980936418874016,3.33333333333333,2,0,0,0,0,0,0,-0.101686015035949,-0.463149247770566,0.255277114190158,0.02674232691355
1.00925925925926,1.67164179104478,35.5,29.4444444444444,52.3846153846154,49.7777777777778,0.992124646034615,0.973209161200476,2.47619047619048,5.57142857142857,0,0,0,0,0,0,-0.515295041556164,-0.487075549903336,-0.0488976573159108,-0.0372033496803701
1.04166666666667,0.839080459770115,34.525,34.7,48.2777777777778,55.1818181818182,1.0165543728084,0.922936769614938,3.28571428571429,3,0,0,0,0,1,1,-0.321826090036762,-0.541413737572112,0.234244904356395,0.0529755543474038
0.535714285714286,0.808333333333333,34,60.6666666666667,59,37,0.87488038277512,2.28947368421053,1.9047619047619,12,0,1,0,1,0,0,-0.481122653346493,0.918420410076035,-1.03015875436684,-0.130550984146736
1.67272727272727,1.16666666666667,0,0,0,8.6,0,0,1.35714285714286,1,0,0,0,0,0,0,-0.167608836388655,0.0142857142857143,0,0
0.976744186046512,4,6.45283018867925,7.42857142857143,8.30769230769231,7,0,1.38636363636364,1.45454545454545,2.75,0,0,0,0,0,0,-0.420728223542849,0.319224094046075,-1.22545257667495,-1.5
1.00925925925926,0.5,6.45283018867925,7.67241379310345,8.55555555555556,7.91489361702128,0,0,1.88888888888889,1.90909090909091,0,0,0,0,0,0,-0.465541553200662,-0.590677216174591,0.0727272727272727,0
1.05882352941176,0.795698924731183,6.45283018867925,7.9,9.01754385964912,10.1052631578947,0.921474358974359,0.75,3.67857142857143,3.125,0,0,0,0,0,0,-0.436654005952395,-0.759314402441717,0.0234433715854926,-0.0044740297470444
3.63636363636364,0.808333333333333,6.59259259259259,8.05,10.3692307692308,10.59375,1.08891747246999,0.936476356635895,5.33823529411765,4.22972972972973,0,0,0,0,0,0,-0.246375524821741,-0.677077209887213,0.321996745196134,0.190059791693607
0,0.808333333333333,7.90909090909091,8.03225806451613,11.6388888888889,10.7971014492754,0.894294840336084,0.892084483204365,4.43396226415094,4.36842105263158,0,0,0,0,0,0,-0.957738095238095,-0.461547307697576,-0.00312686814340878,0.0714285714285714
6,0.808333333333333,8.03174603174603,8.46031746031746,12.320987654321,11.8571428571429,1.38436542921837,0.891794220497761,7.85714285714286,4.3,0,0,0,0,0,0,1.0284943977591,-0.924278746682239,0.595538914712087,0.6
1,0.78,8.29850746268657,8.90140845070423,13.0609756097561,14.025974025974,0.844616420071809,0.961551556755489,4.48936170212766,3.70422535211268,0,0,0,0,1,0,-0.733323452862927,-0.989518057699876,-0.20049453940561,0.291666666666667
1.63265306122449,0.4875,7.921875,9.77464788732394,13.6705882352941,15.4583333333333,1.06471397614308,0.879091025338049,6.31506849315068,4.18918918918919,0,0,0,0,0,0,-0.274811832532421,-0.961932552741376,0.168055253622748,0.177780829756687
