index,value
0,
1,
2,
3,
4,
5,9.421144872883874
6,11.01423370097003
7,12.342155965200021
8,11.022113031449376
9,8.860827158939959
10,8.436326895870197
11,8.528313654980826
12,7.539456183363495
13,6.651213344409282
14,7.686859484127908
15,8.653909693260928
16,8.76744624248476
17,9.452000898575216
18,9.93226444229387
19,9.48837627421972
20,9.027981134798582
21,9.290431228222046
22,9.807434981798057
23,9.581250444192245
24,8.812003633905944
25,7.349267427981816
26,6.338323882184367
27,6.328073114593477
28,6.776964113078536
29,7.4756768546586585
30,8.879415439349984
31,10.52671633947988
32,10.815742674137567
33,10.231593672177995
34,9.502621355184052
35,8.035578594053943
36,7.593344520921657
37,8.021979474320664
38,7.8334272463445185
39,6.543925179587218
40,6.0368291341927485
41,7.229369092446182
42,7.820719289792956
43,8.69131077015258
44,9.971505441554365
45,10.487937745986812
46,10.770083056672853
47,10.114753605082367
48,8.28829652132831
49,6.51569286070621
50,5.859252916749611
51,6.959815028653105
52,8.098387787330996
53,7.471101152279797
54,8.15797523050499
55,9.863492306888146
56,9.892406306876802
57,9.453779326023106
58,9.501674662550005
59,9.871140434633457
60,11.250276931789239
61,12.468287324386834
62,11.28234660272923
63,9.21983985408558
64,7.966002020572609
65,8.274775449477975
66,10.219927110430739
67,10.617625436510094
68,10.00060069615268
69,10.672515577574316
70,11.741932683476959
71,11.371937555141404
72,9.541389204900872
73,7.826151071695004
74,6.417804480328482
75,6.410255045307134
76,6.891078170982766
77,6.634400208543104
78,7.286280420708964
79,8.156971173626099
80,8.085258292679361
81,8.932473671476542
82,9.473436131672024
83,9.175470971841932
84,8.393824819402997
85,6.799447470671517
86,6.9610190110708645
87,9.079280866682097
88,9.231514663564898
89,7.103999130818861
90,5.8580160099779315
91,6.556873074910529
92,7.753466568600957
93,8.931898743111121
94,9.60808044184478
95,8.295649451218093
96,6.4451060569570044
97,6.6964725745868385
98,8.264177739722665
99,8.55521943491601
100,7.5930608898801815
101,8.15147377974715
102,9.210241104832528
103,8.604327301071212
104,7.5071081920420735
105,6.355198149662314
106,6.381788987423876
107,6.996944704999047
108,7.585694439282005
109,8.539187996920775
110,8.49525567123918
111,7.876359761022379
112,6.815144027060813
113,7.652533280052388
114,9.364182863903672
115,8.650139419691813
116,6.627278648189633
117,5.611427337271625
118,5.022694836215479
119,4.905151967203271
120,5.981487861059709
121,8.145071872214737
122,10.543752795084162
123,12.199862038132375
124,10.98766475067071
125,8.127328397629288
126,5.54782210267679
127,5.071030568591408
128,7.094255456670268
129,8.838374835448162
130,8.680283761946509
131,9.000877003825218
132,10.391315332570136
133,10.076065110938266
134,7.559827357743037
135,5.997702888455556
136,5.906406807061423
137,6.570831702036147
138,6.825604260565307
139,7.395759740990532
140,9.142884793587152
141,10.6493575052965
142,11.685313296735272
143,11.562988702474511
144,10.242568448882885
145,10.179826821477077
